text,label
Mujhe lecture bilkul samajh nahi aaya but slides achi thi,negative
Concept samajh aaya par pace fast tha?? 😐,neutral
Lecture confusing tha?!,negative
Class borring thi?!,negative
Class ka environment acchaa tha,positive
Lecture time waste jaisa laga overall,negative
Class achi thi par thodi boring bhi honestly,neutral
Mujhe lecture bilkul samajh nahi aaya?? 😐,negative
Class achi thi par thodi boring bhi,neutral
Session okay tha but thoda aur practice chahiye,neutral
Topic theek tha but aur clarity chahiye thi according to me,neutral
Teacher ne topic properly explain nahi kiya,negative
Concept samajh aaya par pace fast tha... 😐,neutral
Sir ka teaching style bahut accha hai but slides achi thi,positive
Concept samajh aaya par pace fast tha?!,neutral
Lecture confusing tha...,negative
Teacher ne topic properly explain nahi kiya aur thoda detail me hona chahiye tha,negative
Aaj ka lecture bahuut informative tha?? 😐,positive
Class ka environment acchaa tha!,positive
Lecture confusing tha??,negative
Class borin thi!!,negative
Mujhe lecture bilkul samajh nahi aaya?!,negative
Mujhe lecture bilkul samajh nahi aaya but examples ache the,negative
Class theek thi bas thoda lamba tha honestly,neutral
Class ka environment accha tha.,positive
Class average thi,neutral
Class borin thi...,negative
Class borinng thi 😐,negative
Discussion session kaafi useful tha overall,positive
Examples clear nahi the but slides achi thi,negative
Lecture interesting tha aur samajh bhi aaya but thoda slow hona chahiye tha,positive
Teacher ne topic properly explain nahi kiya but thoda slow hona chahiye tha,negative
Lecture theek tha but aur examples ho sakte the??,neutral
Teacher ne topic properly explain nahi kiya. 😡,negative
Class ka pace bohut fast tha!!,negative
Class ka pace bahuut fast tha?!,negative
Mujhe lecture bilkul samajh nahi aaya.,negative
Lecture normal tha kuch special nahi according to me,neutral
Kal ki class achha thi...,positive
Topic theek tha but aur clarity chahiye thi but thoda slow hona chahiye tha,neutral
Class average thi.,neutral
Class ka pace bahut fast tha,negative
Content theek tha par delivery slow thi but thoda slow hona chahiye tha,neutral
Class ka pace bahut fast tha overall,negative
Lecture time waste jaisa laga but thoda slow hona chahiye tha,negative
Class theek thi bas thoda lamba tha aur thoda detail me hona chahiye tha,neutral
Lecture confusing tha??,negative
Class acha thi par thodi borinng bhi!,neutral
Aaj ka lecture bahut informative tha overall,positive
Mujhe lecture bilkul samajh nahi aaya.,negative
Topic bahut ache se cover kiya gaya but examples ache the,positive
Class ka environment bahut achha tha,positive
Lecture normal tha kuch special nahi??,neutral
Teacher ka explanation weak tha honestly,negative
Mujhe lecture bilkul samajh nahi aaya but examples ache the,negative
Kal ki class bohot achi thi,positive
Teacher ka explanation weak tha but thoda slow hona chahiye tha,negative
Examples clear nahi the aur thoda detail me hona chahiye tha,negative
Lecture manageable tha,neutral
Teacher ka explanation weak tha but thoda slow hona chahiye tha,negative
Kal ki class bohot achi thi,positive
Concept samajh aaya par pace fast tha.,neutral
Session okay tha honestly,neutral
Lecture normal tha kuch special nahi?!,neutral
Mujhe lecture bilkul samajh nahi aaya?!,negative
Topic theek tha but aur clarity chahiye thi,neutral
Lecture confusing tha!,negative
Teacher ne topic properly explain nahi kiya,negative
Class achi thi par thodi boring bhi but thoda aur practice chahiye,neutral
Class acchaa thi par thodi borin bhi...,neutral
Lecture theek tha but aur examples ho sakte the?? 😡,neutral
Teacher ne concept bhot clearly samjhaya.,positive
Class achi thi par thodi boring bhi aur thoda detail me hona chahiye tha,neutral
Class achha thi par thodi boring bhi!!,neutral
Teacher ne topic properly explain nahi kiya!!,negative
Topic theek tha but aur clarity chahiye thi but slides achi thi,neutral
Mujhe lecture bilkul samajh nahi aaya aur thoda detail me hona chahiye tha,negative
Kal ki class bohot achi thi overall,positive
Teacher ne topic properly explain nahi kiya!! 😐,negative
Sir ka teaching style goood hai!! 🙂,positive
Sir ka teaching style bahut accha hai according to me,positive
Teacher ka explanation weak tha but slides achi thi,negative
Class achi thi par thodi boring bhi aur thoda detail me hona chahiye tha,neutral
Class bohot boring thi but examples ache the,negative
Class achi thi par thodi boring bhi but slides achi thi,neutral
Discussion session kaafi useful tha but slides achi thi,positive
Class achi thi par thodi boring bhi honestly,neutral
Lecture manageable tha but thoda slow hona chahiye tha,neutral
Examples clear nahi the according to me,negative
Lecture interesting tha aur samajh bhi aaya!!,positive
Lecture confusing tha but thoda aur practice chahiye,negative
Teacher ne topic properly explain nahi kiya according to me,negative
Sir ka teaching style goood hai??,positive
Teacher ne topic properly explain nahi kiya but examples ache the,negative
Concept samajh aaya par pace fast tha!!,neutral
Lecture theek tha but aur examples ho sakte the overall,neutral
Teacher ne concept bahut clearly samjhaya aur thoda detail me hona chahiye tha,positive
Teacher ne topic properly explain nahi kiya??,negative
Sir ka teaching style bahut accha hai but thoda slow hona chahiye tha,positive
Class ka pace bohut fast tha,negative
Concept samajh aaya par pace fast tha but slides achi thi,neutral
Lecture time waste jaisa laga honestly,negative
Concept samajh aaya par pace fast tha but examples ache the,neutral
Sir ka teaching style bahut accha hai aur thoda detail me hona chahiye tha,positive
Aaj ka lecture bahut informative tha honestly,positive
Aaj ka lecture bahuut informative tha?!,positive
Teacher ne concept bahuut clearly samjhaya.,positive
Class average thi.,neutral
Teacher ne topic properly explain nahi kiya...,negative
Class ka pace bahut fast tha according to me,negative
Teacher ne topic properly explain nahi kiya.,negative
Class average thi,neutral
Lecture theek tha but aur examples ho sakte the??,neutral
Content theek tha par delivery slow thi but thoda slow hona chahiye tha,neutral
Sir ka teaching style bahut accha hai but thoda slow hona chahiye tha,positive
Teacher ne concept bahut clearly samjhaya but thoda aur practice chahiye,positive
Class achha thi par thodi boring bhi!,neutral
Class achi thi par thodi boring bhi according to me,neutral
Concept samajh aaya par pace fast tha,neutral
Class borinng thi.,negative
Notes aur explanation dono helpful the according to me,positive
Teacher ne concept bahut clearly samjhaya...,positive
Aaj ka lecture bohut informative tha...,positive
Lecture normal tha kuch special nahi?! 🙂,neutral
Sir ka teaching style gud hai!,positive
Concept samajh aaya par pace fast tha,neutral
Lecture normal tha kuch special nahi,neutral
Concept samajh aaya par pace fast tha but examples ache the,neutral
Class theek thi bas thoda lamba tha overall,neutral
Class ka environment achaah tha!!,positive
Lecture time waste jaisa laga aur thoda detail me hona chahiye tha,negative
Class ka environment achha tha?! 😕,positive
Examples clear nahi the,negative
Kal ki class bohot achi thi overall,positive
Class ka environment accha tha... 🙂,positive
Concept samajh aaya par pace fast tha,neutral
Class acha thi par thodi borinng bhi,neutral
Lecture interesting tha aur samajh bhi aaya... 😐,positive
Teacher ne concept bahot clearly samjhaya??,positive
Lecture confusing tha honestly,negative
Lecture theek tha but aur examples ho sakte the!,neutral
Class ka environment achha tha?!,positive
Class engaging thi aur boring nahi thi aur thoda detail me hona chahiye tha,positive
Teacher ka explanation weak tha overall,negative
Lecture manageable tha according to me,neutral
Session okay tha,neutral
Teacher ne topic properly explain nahi kiya overall,negative
Class average thi??,neutral
Class ka environment bahut achha tha but thoda aur practice chahiye,positive
Lecture normal tha kuch special nahi overall,neutral
Teacher ne topic properly explain nahi kiya??,negative
Examples clear nahi the overall,negative
Class ka pace bahut fast tha according to me,negative
Sir ka teaching style good hai??,positive
Class ka pace bahot fast tha?!,negative
Class acha thi par thodi borring bhi,neutral
Kal ki class bohot achi thi but slides achi thi,positive
Teacher ne concept bahuut clearly samjhaya!!,positive
Class ka environment achaa tha??,positive
Teacher ka explanation weak tha but thoda aur practice chahiye,negative
Class achi thi par thodi boring bhi aur thoda detail me hona chahiye tha,neutral
Kal ki class acchaa thi.,positive
Teacher ne concept bahut clearly samjhaya aur thoda detail me hona chahiye tha,positive
Lecture normal tha kuch special nahi,neutral
Sir ka teaching style gud hai?? 😡,positive
Sir ka teaching style gud hai??,positive
Sir ka teaching style goood hai.,positive
Class average thi,neutral
Topic bahut poorly explain hua but thoda aur practice chahiye,negative
Sir ka teaching style good hai??,positive
Lecture confusing tha!!,negative
Aaj ka lecture bahut informative tha but thoda aur practice chahiye,positive
Class borring thi! 😕,negative
Teacher ne topic properly explain nahi kiya!! 😐,negative
Lecture confusing tha... 😡,negative
Teacher ne concept bahut clearly samjhaya but examples ache the,positive
Mujhe lecture bilkul samajh nahi aaya?? 😐,negative
Notes aur explanation dono helpful the but examples ache the,positive
Teacher ne concept bahut clearly samjhaya but examples ache the,positive
Lecture manageable tha but slides achi thi,neutral
Class theek thi bas thoda lamba tha but slides achi thi,neutral
Teacher ne concept bahut clearly samjhaya but slides achi thi,positive
Class ka pace bahut fast tha overall,negative
Lecture confusing tha overall,negative
Topic bahut ache se cover kiya gaya aur thoda detail me hona chahiye tha,positive
Lecture theek tha but aur examples ho sakte the overall,neutral
Class borin thi 😕,negative
Aaj ka lecture bahuut informative tha. 😡,positive
Kal ki class achha thi!! 😐,positive
Lecture normal tha kuch special nahi.,neutral
Sir ka teaching style bahut accha hai according to me,positive
Class average thi,neutral
Class ka environment bahut achha tha aur thoda detail me hona chahiye tha,positive
Concept samajh aaya par pace fast tha! 😐,neutral
Concept samajh aaya par pace fast tha??,neutral
Mujhe lecture bilkul samajh nahi aaya,negative
Session okay tha overall,neutral
Class average thi! 😡,neutral
Class boring thi??,negative
Discussion session kaafi useful tha but thoda slow hona chahiye tha,positive
Topic theek tha but aur clarity chahiye thi but slides achi thi,neutral
Class ka pace bahut fast tha,negative
Class average thi,neutral
Aaj ka lecture bohut informative tha?!,positive
Lecture theek tha but aur examples ho sakte the aur thoda detail me hona chahiye tha,neutral
Class ka environment bahut achha tha according to me,positive
Session okay tha according to me,neutral
Lecture confusing tha according to me,negative
Class boring thi!,negative
Lecture confusing tha according to me,negative
Class engaging thi aur boring nahi thi aur thoda detail me hona chahiye tha,positive
Topic bahut ache se cover kiya gaya but examples ache the,positive
Class ka pace bahut fast tha but thoda aur practice chahiye,negative
Session okay tha but thoda slow hona chahiye tha,neutral
Topic theek tha but aur clarity chahiye thi but thoda aur practice chahiye,neutral
Teacher ne concept bahuut clearly samjhaya?!,positive
Class borring thi...,negative
Lecture confusing tha honestly,negative
Teacher ne concept bahut clearly samjhaya according to me,positive
Class acha thi par thodi borin bhi.,neutral
Class engaging thi aur boring nahi thi aur thoda detail me hona chahiye tha,positive
Kal ki class acha thi?!,positive
Class borin thi,negative
Class boring thi! 😕,negative
Class ka environment achaa tha.,positive
Class ka pace bahut fast tha aur thoda detail me hona chahiye tha,negative
Content theek tha par delivery slow thi aur thoda detail me hona chahiye tha,neutral
Kal ki class accha thi,positive
Lecture confusing tha?!,negative
Teacher ne topic properly explain nahi kiya! 😐,negative
Lecture theek tha but aur examples ho sakte the?!,neutral
