processed_text,label,lda_text,tokens,dominant_topic
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
class_EN boring_EN thi_EN,negative,class boring thi,"['class', 'boring', 'thi']",3
class_EN environment_EN accha_POS tha_EN,positive,class environment accha tha,"['class', 'environment', 'accha', 'tha']",4
lecture_EN time_EN waste_EN jaisa_HI laga_HI overall_EN,negative,lecture time waste jaisa laga overall,"['lecture', 'time', 'waste', 'jaisa', 'laga', 'overall']",0
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI honestly_EN,neutral,class achi thi par thodi boring bhi honestly,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi', 'honestly']",3
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral,class achi thi par thodi boring bhi,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi']",3
session_EN okay_EN tha_EN thoda_HI aur_HI practice_EN chahiye_HI,neutral,session okay tha thoda aur practice chahiye,"['session', 'okay', 'tha', 'thoda', 'aur', 'practice', 'chahiye']",1
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN according_EN me_HI,neutral,topic theek tha aur clarity chahiye thi according me,"['topic', 'theek', 'tha', 'aur', 'clarity', 'chahiye', 'thi', 'according']",1
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,concept samajh aaya par pace fast tha,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha']",4
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN slides_EN achi_HI thi_EN,positive,sir teaching style bahut accha hai slides achi thi,"['sir', 'teaching', 'style', 'bahut', 'accha', 'hai', 'slides', 'achi', 'thi']",0
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,concept samajh aaya par pace fast tha,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha']",4
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative,teacher ne topic properly explain nahi kiya aur thoda detail me hona chahiye tha,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",1
aaj_HI lecture_EN bahuut_HI informative_EN tha_EN,positive,aaj lecture bahuut informative tha,"['aaj', 'lecture', 'bahuut', 'informative', 'tha']",2
class_EN environment_EN accha_POS tha_EN,positive,class environment accha tha,"['class', 'environment', 'accha', 'tha']",4
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
class_EN borin_HI thi_EN,negative,class borin thi,"['class', 'borin', 'thi']",3
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI examples_EN ache_EN,negative,lecture bilkul samajh nahi aaya examples ache,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya', 'examples', 'ache']",1
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN honestly_EN,neutral,class theek thi bas thoda lamba tha honestly,"['class', 'theek', 'thi', 'bas', 'thoda', 'lamba', 'tha', 'honestly']",3
class_EN environment_EN accha_POS tha_EN,positive,class environment accha tha,"['class', 'environment', 'accha', 'tha']",4
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
class_EN borin_HI thi_EN,negative,class borin thi,"['class', 'borin', 'thi']",3
class_EN boring_EN thi_EN,negative,class boring thi,"['class', 'boring', 'thi']",3
discussion_EN session_EN kaafi_HI useful_EN tha_EN overall_EN,positive,discussion session kaafi useful tha overall,"['discussion', 'session', 'kaafi', 'useful', 'tha', 'overall']",3
examples_EN clear_EN nahi_HI slides_EN achi_HI thi_EN,negative,examples clear nahi slides achi thi,"['examples', 'clear', 'nahi', 'slides', 'achi', 'thi']",3
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive,lecture interesting tha aur samajh bhi aaya thoda slow hona chahiye tha,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative,teacher ne topic properly explain nahi kiya thoda slow hona chahiye tha,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,lecture theek tha aur examples ho sakte,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte']",2
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
class_EN pace_EN bohut_HI fast_EN tha_EN,negative,class pace bohut fast tha,"['class', 'pace', 'bohut', 'fast', 'tha']",4
class_EN pace_EN bahuut_HI fast_EN tha_EN,negative,class pace bahuut fast tha,"['class', 'pace', 'bahuut', 'fast', 'tha']",4
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
lecture_EN normal_EN tha_EN special_EN nahi_HI according_EN me_HI,neutral,lecture normal tha special nahi according me,"['lecture', 'normal', 'tha', 'special', 'nahi', 'according']",0
kal_EN class_EN achha_POS thi_EN,positive,kal class achha thi,"['kal', 'class', 'achha', 'thi']",3
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,topic theek tha aur clarity chahiye thi thoda slow hona chahiye tha,"['topic', 'theek', 'tha', 'aur', 'clarity', 'chahiye', 'thi', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
class_EN pace_EN bahut_HI fast_EN tha_EN,negative,class pace bahut fast tha,"['class', 'pace', 'bahut', 'fast', 'tha']",4
content_EN theek_HI tha_EN par_EN delivery_EN slow_EN thi_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,content theek tha par delivery slow thi thoda slow hona chahiye tha,"['content', 'theek', 'tha', 'par', 'delivery', 'slow', 'thi', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",3
class_EN pace_EN bahut_HI fast_EN tha_EN overall_EN,negative,class pace bahut fast tha overall,"['class', 'pace', 'bahut', 'fast', 'tha', 'overall']",4
lecture_EN time_EN waste_EN jaisa_HI laga_HI thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative,lecture time waste jaisa laga thoda slow hona chahiye tha,"['lecture', 'time', 'waste', 'jaisa', 'laga', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",0
class_EN theek_HI thi_EN bas_EN thoda_HI lamba_HI tha_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,class theek thi bas thoda lamba tha aur thoda detail me hona chahiye tha,"['class', 'theek', 'thi', 'bas', 'thoda', 'lamba', 'tha', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",3
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
class_EN acha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral,class acha thi par thodi boring bhi,"['class', 'acha', 'thi', 'par', 'thodi', 'boring', 'bhi']",4
aaj_HI lecture_EN bahut_HI informative_EN tha_EN overall_EN,positive,aaj lecture bahut informative tha overall,"['aaj', 'lecture', 'bahut', 'informative', 'tha', 'overall']",2
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
topic_EN bahut_HI ache_EN se_HI cover_EN kiya_HI gaya_HI examples_EN ache_EN,positive,topic bahut ache se cover kiya gaya examples ache,"['topic', 'bahut', 'ache', 'cover', 'kiya', 'gaya', 'examples', 'ache']",1
class_EN environment_EN bahut_HI achha_POS tha_EN,positive,class environment bahut achha tha,"['class', 'environment', 'bahut', 'achha', 'tha']",4
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,lecture normal tha special nahi,"['lecture', 'normal', 'tha', 'special', 'nahi']",0
teacher_EN explanation_EN weak_EN tha_EN honestly_EN,negative,teacher explanation weak tha honestly,"['teacher', 'explanation', 'weak', 'tha', 'honestly']",0
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI examples_EN ache_EN,negative,lecture bilkul samajh nahi aaya examples ache,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya', 'examples', 'ache']",1
kal_EN class_EN bhot_HI achi_HI thi_EN,positive,kal class bhot achi thi,"['kal', 'class', 'bhot', 'achi', 'thi']",3
teacher_EN explanation_EN weak_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative,teacher explanation weak tha thoda slow hona chahiye tha,"['teacher', 'explanation', 'weak', 'tha', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
examples_EN clear_EN nahi_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative,examples clear nahi aur thoda detail me hona chahiye tha,"['examples', 'clear', 'nahi', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",1
lecture_EN manageable_EN tha_EN,neutral,lecture manageable tha,"['lecture', 'manageable', 'tha']",2
teacher_EN explanation_EN weak_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,negative,teacher explanation weak tha thoda slow hona chahiye tha,"['teacher', 'explanation', 'weak', 'tha', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
kal_EN class_EN bhot_HI achi_HI thi_EN,positive,kal class bhot achi thi,"['kal', 'class', 'bhot', 'achi', 'thi']",3
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,concept samajh aaya par pace fast tha,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha']",4
session_EN okay_EN tha_EN honestly_EN,neutral,session okay tha honestly,"['session', 'okay', 'tha', 'honestly']",3
lecture_EN normal_EN tha_EN special_EN nahi_HI,neutral,lecture normal tha special nahi,"['lecture', 'normal', 'tha', 'special', 'nahi']",0
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI,negative,lecture bilkul samajh nahi aaya,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya']",1
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN,neutral,topic theek tha aur clarity chahiye thi,"['topic', 'theek', 'tha', 'aur', 'clarity', 'chahiye', 'thi']",1
lecture_EN confusing_EN tha_EN,negative,lecture confusing tha,"['lecture', 'confusing', 'tha']",2
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI thoda_HI aur_HI practice_EN chahiye_HI,neutral,class achi thi par thodi boring bhi thoda aur practice chahiye,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi', 'thoda', 'aur', 'practice', 'chahiye']",3
class_EN accha_POS thi_EN par_EN thodi_HI borin_HI bhi_HI,neutral,class accha thi par thodi borin bhi,"['class', 'accha', 'thi', 'par', 'thodi', 'borin', 'bhi']",4
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI,neutral,lecture theek tha aur examples ho sakte,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte']",2
teacher_EN ne_HI concept_EN bhot_HI clearly_EN samjhaya_HI,positive,teacher ne concept bhot clearly samjhaya,"['teacher', 'concept', 'bhot', 'clearly', 'samjhaya']",0
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,class achi thi par thodi boring bhi aur thoda detail me hona chahiye tha,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",3
class_EN achha_POS thi_EN par_EN thodi_HI boring_EN bhi_HI,neutral,class achha thi par thodi boring bhi,"['class', 'achha', 'thi', 'par', 'thodi', 'boring', 'bhi']",4
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
topic_EN theek_HI tha_EN aur_HI clarity_EN chahiye_HI thi_EN slides_EN achi_HI thi_EN,neutral,topic theek tha aur clarity chahiye thi slides achi thi,"['topic', 'theek', 'tha', 'aur', 'clarity', 'chahiye', 'thi', 'slides', 'achi', 'thi']",3
lecture_EN bilkul_HI samajh_HI nahi_HI aaya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,negative,lecture bilkul samajh nahi aaya aur thoda detail me hona chahiye tha,"['lecture', 'bilkul', 'samajh', 'nahi', 'aaya', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",1
kal_EN class_EN bhot_HI achi_HI thi_EN overall_EN,positive,kal class bhot achi thi overall,"['kal', 'class', 'bhot', 'achi', 'thi', 'overall']",3
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
sir_EN teaching_EN style_EN good_EN hai_EN,positive,sir teaching style good hai,"['sir', 'teaching', 'style', 'good', 'hai']",0
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN according_EN me_HI,positive,sir teaching style bahut accha hai according me,"['sir', 'teaching', 'style', 'bahut', 'accha', 'hai', 'according']",0
teacher_EN explanation_EN weak_EN tha_EN slides_EN achi_HI thi_EN,negative,teacher explanation weak tha slides achi thi,"['teacher', 'explanation', 'weak', 'tha', 'slides', 'achi', 'thi']",3
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,neutral,class achi thi par thodi boring bhi aur thoda detail me hona chahiye tha,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",3
class_EN bhot_HI boring_EN thi_EN examples_EN ache_EN,negative,class bhot boring thi examples ache,"['class', 'bhot', 'boring', 'thi', 'examples', 'ache']",3
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI slides_EN achi_HI thi_EN,neutral,class achi thi par thodi boring bhi slides achi thi,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi', 'slides', 'achi', 'thi']",3
discussion_EN session_EN kaafi_HI useful_EN tha_EN slides_EN achi_HI thi_EN,positive,discussion session kaafi useful tha slides achi thi,"['discussion', 'session', 'kaafi', 'useful', 'tha', 'slides', 'achi', 'thi']",3
class_EN achi_HI thi_EN par_EN thodi_HI boring_EN bhi_HI honestly_EN,neutral,class achi thi par thodi boring bhi honestly,"['class', 'achi', 'thi', 'par', 'thodi', 'boring', 'bhi', 'honestly']",3
lecture_EN manageable_EN tha_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,neutral,lecture manageable tha thoda slow hona chahiye tha,"['lecture', 'manageable', 'tha', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",1
examples_EN clear_EN nahi_HI according_EN me_HI,negative,examples clear nahi according me,"['examples', 'clear', 'nahi', 'according']",2
lecture_EN interesting_EN tha_EN aur_HI samajh_HI bhi_HI aaya_HI,positive,lecture interesting tha aur samajh bhi aaya,"['lecture', 'interesting', 'tha', 'aur', 'samajh', 'bhi', 'aaya']",4
lecture_EN confusing_EN tha_EN thoda_HI aur_HI practice_EN chahiye_HI,negative,lecture confusing tha thoda aur practice chahiye,"['lecture', 'confusing', 'tha', 'thoda', 'aur', 'practice', 'chahiye']",1
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI according_EN me_HI,negative,teacher ne topic properly explain nahi kiya according me,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya', 'according']",1
sir_EN teaching_EN style_EN good_EN hai_EN,positive,sir teaching style good hai,"['sir', 'teaching', 'style', 'good', 'hai']",0
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI examples_EN ache_EN,negative,teacher ne topic properly explain nahi kiya examples ache,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya', 'examples', 'ache']",1
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN,neutral,concept samajh aaya par pace fast tha,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha']",4
lecture_EN theek_HI tha_EN aur_HI examples_EN ho_HI sakte_HI overall_EN,neutral,lecture theek tha aur examples ho sakte overall,"['lecture', 'theek', 'tha', 'aur', 'examples', 'sakte', 'overall']",2
teacher_EN ne_HI concept_EN bahut_HI clearly_EN samjhaya_HI aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive,teacher ne concept bahut clearly samjhaya aur thoda detail me hona chahiye tha,"['teacher', 'concept', 'bahut', 'clearly', 'samjhaya', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",1
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN thoda_HI slow_EN hona_HI chahiye_HI tha_EN,positive,sir teaching style bahut accha hai thoda slow hona chahiye tha,"['sir', 'teaching', 'style', 'bahut', 'accha', 'hai', 'thoda', 'slow', 'hona', 'chahiye', 'tha']",0
class_EN pace_EN bohut_HI fast_EN tha_EN,negative,class pace bohut fast tha,"['class', 'pace', 'bohut', 'fast', 'tha']",4
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN slides_EN achi_HI thi_EN,neutral,concept samajh aaya par pace fast tha slides achi thi,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha', 'slides', 'achi', 'thi']",4
lecture_EN time_EN waste_EN jaisa_HI laga_HI honestly_EN,negative,lecture time waste jaisa laga honestly,"['lecture', 'time', 'waste', 'jaisa', 'laga', 'honestly']",0
concept_EN samajh_HI aaya_HI par_EN pace_EN fast_EN tha_EN examples_EN ache_EN,neutral,concept samajh aaya par pace fast tha examples ache,"['concept', 'samajh', 'aaya', 'par', 'pace', 'fast', 'tha', 'examples', 'ache']",4
sir_EN teaching_EN style_EN bahut_HI accha_POS hai_EN aur_HI thoda_HI detail_EN me_HI hona_HI chahiye_HI tha_EN,positive,sir teaching style bahut accha hai aur thoda detail me hona chahiye tha,"['sir', 'teaching', 'style', 'bahut', 'accha', 'hai', 'aur', 'thoda', 'hona', 'chahiye', 'tha']",0
aaj_HI lecture_EN bahut_HI informative_EN tha_EN honestly_EN,positive,aaj lecture bahut informative tha honestly,"['aaj', 'lecture', 'bahut', 'informative', 'tha', 'honestly']",2
aaj_HI lecture_EN bahuut_HI informative_EN tha_EN,positive,aaj lecture bahuut informative tha,"['aaj', 'lecture', 'bahuut', 'informative', 'tha']",2
teacher_EN ne_HI concept_EN bahuut_HI clearly_EN samjhaya_HI,positive,teacher ne concept bahuut clearly samjhaya,"['teacher', 'concept', 'bahuut', 'clearly', 'samjhaya']",0
class_EN average_EN thi_EN,neutral,class average thi,"['class', 'average', 'thi']",3
teacher_EN ne_HI topic_EN properly_EN explain_EN nahi_HI kiya_HI,negative,teacher ne topic properly explain nahi kiya,"['teacher', 'topic', 'properly', 'explain', 'nahi', 'kiya']",1
